gene	pLI	LOEUF
DDX54	4.7418e-09	0.664
RHOA	0.60405	0.664
PPP3R1	0.41481	0.664
SDC3	0.41455	0.664
WDR60	4.3207e-12	0.665
ARHGEF15	1.66e-06	0.665
AFAP1	2.3828e-07	0.665
SAMD1	0.23605	0.665
MYCL	0.11551	0.665
PRPH2	0.11554	0.665
UBE2D3	0.41278	0.665
NKX2-2	0.41392	0.665
TTPAL	0.116	0.665
GOLPH3	0.23586	0.665
ALKBH8	0.00020414	0.666
PIK3C3	8.4165e-11	0.666
HPD	0.00052764	0.666
WARS2	0.050885	0.666
BTBD19	0.05075	0.666
PRELID1	0.11518	0.666
DYNLL2	0.74311	0.666
KCNG2	0.60183	0.666
TRPV6	6.1719e-07	0.666
STARD3	7.8915e-05	0.666
KCNH8	2.286e-10	0.666
PEMT	0.23456	0.666
SLCO2B1	1.1159e-05	0.667
SIDT2	2.2006e-10	0.667
ATP6V0C	0.74232	0.667
CTDSP2	0.11425	0.667
PLS1	1.1321e-05	0.667
FAM73B	2.959e-05	0.667
PRAF2	0.74236	0.667
MFAP4	0.11416	0.667
SLC35F4	0.0085933	0.667
GAPDH	0.11388	0.667
FLVCR1	0.0013127	0.668
DSCC1	0.0084752	0.668
CBX3	0.40951	0.668
RIMS4	0.23281	0.668
DFNB31	7.6538e-05	0.668
WDR92	0.008485	0.668
TRANK1	2.0096e-25	0.668
GBX1	0.40982	0.668
TRIP4	5.9901e-07	0.668
UTP6	3.113e-08	0.668
SLC13A5	0.00050598	0.669
FAM43A	0.40754	0.669
TMEM189	0.0083949	0.669
TMEM189-UBE2V1	0.0083949	0.669
CNEP1R1	0.40866	0.669
PPP1R18	0.00050298	0.669
MXD1	0.23163	0.669
EID3	0.40761	0.669
UBA52	0.59849	0.67
KRT2	0.0012882	0.67
ZNF653	0.0012866	0.67
ISL2	0.11148	0.67
SKAP2	0.0012836	0.67
KCNS1	0.11183	0.67
CA8	0.0082516	0.67
TRIP6	0.0032632	0.67
CLEC2D	0.23009	0.67
EMC2	0.003297	0.67
C12orf4	1.0655e-05	0.67
SCAND3	3.9877e-09	0.671
PICK1	0.0081806	0.671
RAB21	0.1111	0.671
FOXO6	0.40546	0.671
HSPA2	0.048648	0.671
MLST8	0.0082177	0.671
TINF2	0.0012666	0.671
BIVM	0.00018694	0.672
DRAM1	0.22771	0.672
UCHL5	0.0012557	0.672
RNF128	0.22826	0.672
OR10C1	0.73963	0.672
SUPT7L	0.048542	0.672
RECK	1.9319e-10	0.672
MLX	0.11032	0.672
SZRD1	0.59651	0.672
SDC2	0.4049	0.672
CRLF3	0.00047973	0.673
TUBGCP5	1.2275e-12	0.673
THOC6	0.00047835	0.673
PNO1	0.22652	0.673
MED30	0.40259	0.673
TCEAL3	0.73954	0.673
DNAH11	2.5389e-58	0.674
IFRD1	0.0012141	0.674
C5orf42	5.8778e-36	0.674
CPAMD8	6.9237e-23	0.674
TUBB4A	0.1091	0.674
DHRS3	0.22581	0.674
KCNK10	0.0031431	0.674
TMEM121	0.59413	0.674
BRAP	3.7512e-06	0.674
ZSCAN18	0.047469	0.674
CDCA7L	0.00017861	0.675
GUCY1B3	2.5834e-05	0.675
DHH	0.22445	0.675
DHX57	9.0569e-16	0.675
ERCC6L2	5.0596e-07	0.675
DNAH8	1.1489e-60	0.675
MTMR10	1.8913e-07	0.675
TMOD2	0.019553	0.675
CDAN1	1.1134e-12	0.675
TESC	0.10778	0.675
CA7	0.10796	0.675
LRRFIP1	0.019511	0.675
INPP5E	0.0031048	0.675
NCBP2	0.39994	0.675
VTI1B	0.10836	0.675
RABGGTB	0.007867	0.675
GORASP1	0.019543	0.675
ZBTB3	0.019277	0.676
HBS1L	1.8606e-07	0.676
TFCP2	3.5836e-06	0.676
LDB3	9.5733e-06	0.676
FAM118B	0.019345	0.676
EVX2	0.39955	0.676
LRCH4	1.3453e-06	0.676
RRBP1	2.2851e-11	0.676
PDPR	9.3527e-09	0.676
RP11-766F14.2	9.3027e-09	0.677
GPR174	0.39757	0.677
RPF2	0.046405	0.677
CENPP	0.046312	0.677
DENND1C	1.325e-06	0.677
MTX2	0.019208	0.677
MAT2B	0.046226	0.677
FOXA1	0.22227	0.677
VPS13C	7.6491e-49	0.677
ALKBH6	0.10641	0.677
GPAM	1.2373e-09	0.677
KCNK2	0.019089	0.677
SCYL1	2.5187e-08	0.677
EXTL3	2.5023e-05	0.677
CCDC168	1.2813e-06	0.678
DHX33	9.1366e-06	0.678
DYNC1I1	1.7637e-07	0.678
DDIT3	0.59066	0.678
KRT31	0.0075531	0.678
GOT1	0.0011573	0.678
CDK11B	6.4813e-05	0.678
SF3B14	0.58902	0.679
SLC30A9	4.6685e-07	0.679
WSCD1	6.3576e-05	0.679
NSMAF	7.6425e-12	0.679
SLC12A4	2.0528e-11	0.679
C2CD2	9.0642e-06	0.679
SEMA3E	8.7148e-09	0.679
SP100	2.7583e-12	0.679
MOS	0.58928	0.679
MUC1	0.018774	0.679
SLAMF6	0.018712	0.679
SASS6	1.7379e-07	0.679
AGBL5	2.3696e-08	0.679
DLX5	0.21842	0.68
WDR24	2.3533e-05	0.68
STUB1	0.018667	0.68
ETFA	0.0029217	0.68
PKP3	6.283e-05	0.68
TSPAN31	0.21925	0.68
HTR7	0.045409	0.68
DIEXF	1.2381e-06	0.68
SEPT4	0.00016597	0.68
CCNA1	0.00043117	0.68
STON2	0.00016537	0.68
SLC2A4RG	0.21856	0.68
MYO1C	1.639e-14	0.68
COX4I1	0.39416	0.68
FAM83B	6.3264e-08	0.68
HIATL1	0.00043286	0.68
LRIF1	0.00043397	0.68
ZDHHC16	0.00016495	0.68
CLK4	6.1931e-05	0.681
IDNK	0.39322	0.681
MLTK	8.4166e-09	0.681
PKHD1	1.1657e-47	0.681
TIMM17A	0.21724	0.681
COMMD9	0.39357	0.681
APCDD1	0.0073159	0.681
GPR19	0.10405	0.681
PCNXL2	1.7151e-23	0.681
RNF14	0.0011129	0.681
POU1F1	0.045046	0.681
ADCY3	1.9545e-11	0.681
SNAI1	0.21754	0.681
DARS	8.536e-06	0.682
ACKR3	0.39134	0.682
TLE2	1.643e-07	0.682
LIG3	1.439e-10	0.682
UBXN2B	0.10316	0.682
TUBGCP2	2.2003e-08	0.682
PTCHD4	0.00016171	0.682
SCMH1	8.6107e-06	0.682
TRIM66	6.9399e-12	0.682
RAB22A	0.10273	0.682
BARX1	0.58571	0.683
ADAMTS13	5.1409e-15	0.683
ZNF625	0.73415	0.683
RAB9B	0.7343	0.683
TMX4	0.044153	0.683
ZNF189	0.0010884	0.683
PHF7	0.0010828	0.683
CDCA8	0.0071651	0.683
CLUAP1	0.0004184	0.683
ARPC3	0.21578	0.683
SLC48A1	0.7342	0.683
TOP3A	5.0983e-11	0.683
ATP1B3	0.10244	0.683
RUFY1	2.1203e-08	0.684
ZNF821	0.0027859	0.684
GPSM1	2.2075e-05	0.684
VPS39	1.7834e-11	0.684
SMO	4.2771e-07	0.684
LGI4	0.0071501	0.684
SSR2	0.21478	0.684
ACTR1B	0.0010746	0.684
NHLRC2	8.3194e-06	0.684
ANKRD34C	0.21455	0.684
E2F6	0.10158	0.684
COPS7A	0.043607	0.685
LGMN	0.00040535	0.685
PAG1	0.017764	0.685
CTTNBP2NL	0.0027461	0.685
DNASE1L1	0.38833	0.685
ERBB3	1.7003e-15	0.685
RASSF5	0.043347	0.685
TLE6	3.0216e-06	0.685
WNT2	0.017811	0.685
C15orf57	0.3877	0.685
SERPINE1	0.043609	0.685
SLC16A9	0.007078	0.685
TACC2	4.819e-24	0.685
IL10RA	0.017808	0.685
CCR1	0.38775	0.685
KIAA1841	7.5851e-09	0.685
KIF20B	3.7396e-23	0.686
HS3ST2	0.10028	0.686
MICAL2	2.1766e-12	0.686
LHX4	0.017521	0.686
CASP3	0.10017	0.686
SREK1IP1	0.3871	0.686
PRSS8	0.10007	0.686
IQCA1	2.6856e-09	0.686
GAR1	0.10049	0.686
MYH2	3.6703e-23	0.686
TGM3	2.9739e-06	0.686
PPP1R21	1.3024e-10	0.686
HPSE2	0.00015083	0.686
ZNF79	0.0069622	0.686
ZGLP1	0.3868	0.686
OGDHL	9.6942e-10	0.686
CAMK1G	0.00039801	0.686
PFN1	0.73258	0.686
FOXD3	0.58216	0.687
PPIP5K1	0.0026969	0.687
PANK1	0.0026757	0.687
MB21D2	0.042673	0.687
AZI2	0.0069113	0.687
HDAC11	0.0069318	0.687
DNAH10	1.3846e-57	0.687
FGF18	0.38517	0.687
IL16	1.2449e-10	0.687
BARX2	0.21157	0.687
PODXL	0.0010333	0.687
TEC	5.3575e-08	0.687
NUP88	1.9577e-08	0.687
IPP	2.0966e-05	0.687
SPRED3	0.21151	0.687
TRADD	0.099502	0.687
FAM8A1	0.017471	0.687
SNTB1	0.0010263	0.688
OLFM3	0.0010163	0.688
TBX6	0.0068128	0.688
TTC40	1.0615e-33	0.688
IL17RD	1.053e-06	0.688
ZAR1L	0.099305	0.688
RP11-508N12.4	0.73168	0.688
MAFG	0.73176	0.688
ADAMTS12	2.4806e-17	0.688
MYO5B	3.3805e-23	0.688
CHMP1B	0.73182	0.688
BACE2	0.0067632	0.689
GPATCH1	1.5481e-11	0.689
GPI	2.8385e-06	0.689
MLK4	1.0441e-06	0.689
STRADB	0.0010128	0.689
LARP1B	1.5265e-11	0.689
DSC2	5.1749e-08	0.689
MAP4K2	1.5422e-11	0.689
PHACTR2	1.0378e-06	0.689
PHACTR4	2.8359e-06	0.689
TONSL	2.5965e-13	0.689
CCRN4L	0.042105	0.689
ZFYVE16	2.5587e-13	0.689
GDPD1	0.0026188	0.689
ATP9B	1.1822e-14	0.689
ZNF527	0.0010036	0.689
DOC2A	0.0067028	0.69
DTX1	0.00098982	0.69
ZNF48	0.0066783	0.69
GFRA2	0.097532	0.69
RNF11	0.57873	0.69
HSPA13	0.016897	0.69
WRAP53	5.3544e-05	0.69
LFNG	0.097612	0.69
NDE1	0.0066921	0.69
FAM131A	0.0066732	0.69
PRIM1	0.0009938	0.69
ZDHHC2	0.0010008	0.69
ZNF8	0.016971	0.69
ZNF8	0.016971	0.69
LAMA3	8.8349e-46	0.691
SYNJ2	8.5042e-14	0.691
CHURC1-FNTB	5.3295e-05	0.691
MTMR14	1.3607e-07	0.691
TPCN2	3.1241e-10	0.691
C5orf24	0.73025	0.691
C14orf39	2.7282e-06	0.691
SLC9A5	1.7991e-08	0.691
LNX2	7.3132e-06	0.691
TPM3	0.0066522	0.691
FAM3C	0.096904	0.691
CSF3	0.38046	0.691
FCGRT	0.041493	0.691
OTOA	3.0274e-10	0.692
CACNB2	2.6719e-06	0.692
TNNI3	0.096284	0.692
ACVRL1	0.00096719	0.692
POLD2	0.00097201	0.692
CERS1	0.096618	0.692
CFB	4.6696e-16	0.692
HPS1	1.3245e-07	0.692
CCDC121	0.72977	0.692
VARS2	5.8321e-17	0.692
DAPK3	0.0065541	0.692
PPAP2A	0.096417	0.692
KIAA1024	1.9551e-05	0.692
MRPS5	0.00036306	0.693
ZMYM6	6.2703e-13	0.693
ARL14EP	0.37864	0.693
RMDN3	5.1687e-05	0.693
BIVM-ERCC5	1.2783e-15	0.693
HRH3	0.04081	0.693
ZBTB40	1.0543e-10	0.693
SALL2	0.00013767	0.693
ALPL	0.0003636	0.693
FAM185A	0.040688	0.693
TBPL1	0.37902	0.693
SCRN1	0.002489	0.694
SLITRK2	0.0064131	0.694
TREX1	0.57528	0.694
TXNDC9	0.37701	0.694
EVA1B	0.72896	0.694
TCEAL5	0.72911	0.694
ANKS6	6.9447e-06	0.694
CPT1C	2.1926e-09	0.694
GPER1	0.57434	0.695
IFFO1	0.00013393	0.695
C9orf41	0.0024568	0.695
DNAH5	4.8607e-64	0.695
MTUS1	3.579e-11	0.695
C5	8.079e-24	0.695
STC1	0.20364	0.695
ACER2	0.040225	0.695
RIOK2	0.00013402	0.695
POU3F4	0.5746	0.695
PROSC	0.03972	0.696
ISM1	0.0062863	0.696
MUC13	0.0024356	0.696
NPHS1	2.5376e-14	0.696
OSBPL10	3.3256e-07	0.696
STOML2	0.0024144	0.696
TMEM246	0.093873	0.696
UBAC2	0.0062623	0.696
PTPRQ	4.2188e-21	0.696
ARL1	0.093716	0.696
TTLL4	5.6814e-13	0.696
HABP4	0.0062064	0.697
ATXN10	0.00034514	0.697
TRAPPC13	0.0024066	0.697
PSME2	0.015838	0.697
PLEKHA3	0.015972	0.697
TBC1D8	5.5998e-13	0.697
KCTD2	0.20119	0.697
FAM63B	1.7641e-05	0.698
MUSK	4.2474e-08	0.698
KMO	4.7825e-05	0.698
RUNDC1	0.0023691	0.698
SIRT6	0.039119	0.698
GNB4	0.0023672	0.698
SKP1	0.37294	0.698
NACA	4.7299e-05	0.698
SPATA20	1.9878e-09	0.698
CD226	0.03921	0.698
PBDC1	0.57162	0.698
DEAF1	0.00034113	0.698
ATF6	3.2333e-07	0.698
PRSS56	0.00034082	0.698
GLRA3	1.7764e-05	0.698
PTPRR	8.7415e-07	0.698
BMP5	0.00090084	0.698
GPT2	0.00034046	0.698
FAM78A	0.37254	0.698
JAM2	0.006155	0.698
CLMN	1.5344e-08	0.698
BTF3L4	0.57136	0.698
MED24	3.3214e-11	0.698
PCBP4	0.0023713	0.698
SAV1	0.00090373	0.698
FAM189A1	0.039333	0.698
FILIP1	2.5711e-10	0.698
PALMD	0.00033855	0.698
MSH5	3.2035e-11	0.699
GABRA3	0.038786	0.699
HTR1A	0.19956	0.699
UBE2W	0.092355	0.699
SLC5A12	8.5695e-07	0.699
PDE1C	5.3913e-09	0.699
HMX1	0.72623	0.699
TBC1D1	1.8584e-13	0.699
RRM2B	0.002357	0.699
MFSD4	0.0023547	0.699
SAR1A	0.37178	0.699
HOXA2	0.19917	0.699
NDC80	1.1423e-07	0.699
INTS4	1.1349e-11	0.7
TPK1	0.09146	0.7
KCNIP2	0.015425	0.7
MIOS	1.8944e-09	0.7
IFNGR1	0.015503	0.7
AFG3L2	5.2511e-09	0.7
ATF6B	3.1036e-07	0.7
BEND7	0.0060711	0.7
TRIM35	0.00087781	0.7
GPD1L	0.038201	0.701
STMN4	0.090756	0.701
CPSF3	3.0292e-07	0.701
GNA15	0.0059721	0.701
TBC1D2B	1.438e-08	0.701
ENTPD5	4.554e-05	0.701
THPO	0.19714	0.701
KATNA1	1.6782e-05	0.701
BORA	0.00032563	0.701
SLC9A3R2	0.038353	0.701
FBXO9	0.00012166	0.701
GPR63	0.19747	0.701
PCYT2	0.0008643	0.702
SBK1	0.36812	0.702
WDR96	1.3459e-22	0.702
SLC27A4	4.4885e-05	0.702
GJD2	0.19681	0.702
UBE2B	0.19663	0.702
TRPC3	1.0806e-07	0.702
CARF	8.0424e-07	0.703
SIGLEC6	0.0058774	0.703
SIKE1	0.19572	0.703
TMBIM6	0.015024	0.703
REEP3	0.015097	0.703
DGKQ	1.7603e-09	0.703
NCOA4	2.2037e-06	0.703
NT5C3A	0.015053	0.703
ADAMTS5	8.0325e-07	0.703
KCNIP3	0.037604	0.703
MSMO1	0.089971	0.703
RP1	4.415e-13	0.704
SFN	0.36544	0.704
EBF4	0.0003154	0.704
TAL1	0.5659	0.704
C14orf80	0.014935	0.704
ARHGEF28	8.1044e-21	0.704
MYO1D	1.2784e-12	0.704
B4GALT1	0.037435	0.704
PAWR	0.089515	0.704
NT5C2	2.1385e-06	0.704
SLC39A4	0.00031401	0.704
GOPC	0.00084252	0.704
POU3F1	0.56469	0.705
DNAJB9	0.36507	0.705
IGSF9	3.4386e-12	0.705
PAQR5	0.037162	0.705
HERC5	7.6848e-11	0.705
C2CD5	9.7333e-12	0.705
ZNF174	0.014823	0.705
NIP7	0.36417	0.705
IMPDH1	5.7762e-06	0.705
SCAMP3	0.0021904	0.705
PAK6	4.3077e-05	0.705
TRAIP	1.5879e-05	0.705
FAM110B	0.36414	0.705
CAPN1	5.8554e-10	0.706
ITGB5	9.8905e-08	0.706
DAZAP2	0.36369	0.706
ZNF613	0.00081785	0.706
LIFR	1.4888e-13	0.706
ANKRD32	5.8495e-10	0.706
PCDHGB7	1.5509e-05	0.706
TPRA1	0.014654	0.706
NYAP2	0.00030753	0.706
ST6GAL2	0.005662	0.707
IL12RB2	1.6212e-09	0.707
MAST2	1.7079e-19	0.707
ORC3	1.617e-09	0.707
AC069368.3	0.036709	0.707
SNTA1	0.0056417	0.707
CPNE9	3.4898e-08	0.707
TACC3	2.7082e-07	0.707
ISG20L2	0.087751	0.707
CEP85L	4.5367e-09	0.707
ANGEL2	5.565e-06	0.708
CYTIP	0.0021191	0.708
TOMM34	0.014459	0.708
IFT88	7.1224e-11	0.708
SCN9A	4.7524e-19	0.708
PRAM1	0.0003004	0.708
ZNF280B	0.036302	0.708
DGKE	5.4906e-06	0.708
PGBD5	0.0021166	0.708
SLAMF7	0.03635	0.708
GSTT2B	0.72219	0.708
LNX1	2.0033e-06	0.708
RAB43	0.56224	0.708
RNASEK-C17orf49	0.19065	0.708
GPR12	0.36177	0.708
CD4	0.00078914	0.709
SPSB3	0.036104	0.709
ADAMTS14	4.7565e-14	0.709
ID3	0.72177	0.709
CEACAM1	0.00078816	0.709
POLR2I	0.36015	0.709
KLHL1	7.1907e-07	0.709
ZNF740	0.18968	0.709
B2M	0.56167	0.709
KLF2	0.56044	0.71
HTR1B	0.18947	0.71
JDP2	0.35921	0.71
RASA3	1.9114e-10	0.71
ZNF850	0.72103	0.71
EIF2AK1	7.0148e-07	0.71
ROBO3	1.9977e-15	0.71
ADAMTS4	1.9501e-06	0.71
CROCC	1.2656e-24	0.71
ATM	5.5884e-47	0.71
PROB1	0.0054944	0.71
WNT7A	0.035773	0.71
TOR4A	0.56079	0.71
CD28	0.35779	0.711
GMIP	1.8778e-10	0.711
ASAP3	8.33e-12	0.711
LEPROTL1	0.72072	0.711
LLGL2	2.8797e-12	0.711
MUC22	0.014047	0.711
RBL1	2.9339e-12	0.711
TUFT1	0.00010612	0.711
CALU	0.014005	0.711
IDH3G	0.085247	0.711
IL23A	0.35806	0.711
TMED8	0.085258	0.711
AWAT2	0.18858	0.711
DCLRE1C	2.4874e-07	0.711
ITK	3.1402e-08	0.712
MSANTD4	0.013981	0.712
DNAJC17	0.0020308	0.712
EPHA8	1.834e-10	0.712
BCL2	0.55903	0.712
TCF7	0.0053732	0.712
ZFP1	0.013918	0.712
SLC36A3	0.0020296	0.712
COG4	3.9748e-09	0.713
PLK3	1.8504e-06	0.713
THEMIS2	0.0020207	0.713
RRAGA	0.3557	0.713
NUF2	3.8169e-05	0.713
SLC45A4	0.00010424	0.713
NAALADL2	8.7292e-08	0.713
ZNF703	0.35636	0.713
PTDSS2	1.3906e-05	0.713
BCL7B	0.18519	0.714
CRHR1	3.7856e-05	0.714
TRIOBP	2.0161e-28	0.714
ILK	3.7887e-05	0.714
ALDH4A1	1.3725e-05	0.714
ANXA6	1.0804e-08	0.714
HPS6	0.00027656	0.714
PPIA	0.55734	0.714
RELL2	0.084083	0.714
LPAR1	0.18603	0.714
DNAJA4	0.0020027	0.714
LRFN2	0.013743	0.714
DLK1	0.034576	0.714
GPR123	0.013687	0.714
LTA4H	2.9568e-08	0.715
FUT9	0.08318	0.715
AVPR2	0.55589	0.715
STK17B	0.013619	0.715
RGSL1	2.0941e-11	0.715
ADPGK	0.0052215	0.715
AMER2	0.083487	0.715
TMTC1	1.329e-09	0.715
GRIN2C	2.3053e-07	0.715
MYO18B	1.0329e-31	0.715
TAGLN3	0.18493	0.715
ELK3	0.083508	0.715
DYNLT3	0.71894	0.715
ESRP2	2.3333e-07	0.715
SAMD14	0.00073677	0.715
MGAT2	0.034151	0.716
TUBGCP4	3.6984e-09	0.716
FASLG	0.18345	0.716
RHCG	0.00010016	0.716
ARF3	0.35273	0.716
ATPAF1	0.013464	0.716
CFL1	0.55563	0.716
L3MBTL2	1.0289e-08	0.716
ZKSCAN7	1.3415e-05	0.716
FAM46B	0.18261	0.717
PRUNE2	4.9601e-28	0.717
PAIP2	0.55414	0.717
SLC25A27	0.00026907	0.717
CILP2	8.0314e-08	0.717
DOCK6	1.2563e-26	0.717
KIAA0895L	0.0019404	0.717
MAD2L2	0.082082	0.717
OGFR	0.033874	0.717
SPEF2	3.1152e-25	0.717
CTC-273B12.7	0.71766	0.717
VSTM4	0.033816	0.717
AASDHPPT	0.033866	0.717
SERTAD4	0.033943	0.717
MTG1	0.013299	0.717
ATG4D	0.00026752	0.717
ATG3	0.00071299	0.718
TSPAN18	0.082002	0.718
SOWAHB	0.00071474	0.718
ARPC5L	0.55377	0.718
VLDLR	1.9617e-11	0.718
SHKBP1	7.8108e-08	0.718
PDHX	9.7242e-05	0.718
HOXB1	0.081766	0.718
ABCD2	4.7079e-06	0.718
CHRM2	0.18197	0.718
NDUFAF4	0.55344	0.718
SLC25A36	0.033543	0.718
MTX1	0.013271	0.718
SYBU	9.7732e-05	0.718
WDR66	2.9422e-13	0.718
IER5L	0.55377	0.718
GGA3	1.6701e-06	0.719
RAB7L1	0.18152	0.719
TOLLIP	0.081141	0.719
SLC16A14	0.013067	0.719
GADD45G	0.55259	0.719
CLNS1A	0.081436	0.719
FAM216A	0.033456	0.719
PIBF1	1.9044e-11	0.719
ADAMTS15	1.6672e-06	0.719
MIEN1	0.55257	0.719
ENSA	0.34917	0.719
IL17REL	0.0018916	0.719
KIAA0586	5.1344e-16	0.719
PFDN2	0.34971	0.719
MYLK3	5.8848e-07	0.72
SFTPB	0.00025934	0.72
PCDHGB1	9.479e-05	0.72
SPAG5	1.3955e-15	0.72
ZNF572	0.012997	0.72
NCEH1	0.012968	0.72
DNAJC21	2.1006e-07	0.72
IMPG2	2.7548e-13	0.72
GRIK1	1.1948e-09	0.72
SRSF12	0.033102	0.72
CRH	0.71614	0.72
ITGAX	1.3665e-15	0.721
KRR1	0.00069317	0.721
ZNF34	0.00068775	0.721
TMPRSS6	4.1369e-10	0.721
C10orf88	0.012888	0.721
TNFRSF19	0.032926	0.721
CLCA1	3.2791e-09	0.721
DNMBP	5.7164e-17	0.721
TMEM161B	1.2449e-05	0.721
TXNRD1	1.6062e-06	0.721
DSTN	0.55116	0.721
DPCR1	1.2265e-05	0.722
PIP4K2C	0.0018314	0.722
ARF6	0.71536	0.722
DNAH9	3.0547e-60	0.722
VPS37A	0.00067936	0.722
UGDH	0.00068341	0.722
UBA5	0.00025218	0.722
CCDC136	9.1226e-14	0.722
MORN4	0.54999	0.722
OAZ1	0.17847	0.722
FBXW4	0.00067616	0.723
NT5DC2	1.211e-05	0.723
OVGP1	0.00067299	0.723
RPL35	0.54892	0.723
WDR59	3.061e-14	0.723
FAM83G	3.3167e-05	0.723
FXN	0.34491	0.723
FBP1	0.079124	0.723
BCL7C	0.079509	0.723
CCDC13	9.0281e-09	0.723
PARD3B	7.2829e-13	0.723
DENND2C	5.9524e-12	0.723
LGR5	2.5019e-08	0.724
ACP5	0.078651	0.724
RYBP	0.17721	0.724
RHOBTB3	4.2416e-06	0.724
VAV3	8.4532e-14	0.724
SCARB2	8.9495e-05	0.724
NKX1-1	0.71465	0.724
RNF185	0.17727	0.724
SLCO5A1	1.5378e-06	0.724
NDUFA8	0.34407	0.724
WDR61	0.0048017	0.724
SLC26A5	6.9851e-08	0.724
TMEM110-MUSTN1	0.00066939	0.724
KIAA1324	7.0266e-13	0.724
KLHL42	0.012525	0.724
RRS1	0.17712	0.724
USP35	5.4853e-07	0.724
DNAI1	2.4183e-08	0.725
FAM69B	0.012466	0.725
POSTN	1.0666e-09	0.725
TTC26	2.4322e-08	0.725
FAM172A	0.00024392	0.725
TBC1D13	0.00065868	0.725
BCL7A	0.07823	0.725
FILIP1L	1.0757e-09	0.725
CALN1	0.031937	0.725
XBP1	0.032014	0.725
SAMD8	0.0017634	0.726
MVP	6.7564e-08	0.726
MTHFD1L	1.9355e-12	0.726
ANKS3	1.8852e-07	0.726
AURKC	0.077907	0.726
SCARF1	5.2898e-07	0.726
UROS	0.031627	0.726
SOX21	0.71344	0.726
VPS25	0.077601	0.727
FNDC5	0.5458	0.727
IST1	0.0046461	0.727
LPIN1	6.4522e-13	0.727
FAM19A2	0.34104	0.727
ACSL5	2.8888e-09	0.727
PIN4	0.71293	0.727
PTGES	0.71317	0.727
KIAA1199	4.4023e-17	0.728
PLEKHA1	0.0002347	0.728
EBAG9	0.077101	0.728
FAM73A	1.8254e-07	0.728
PDGFD	0.0017145	0.728
CBS	3.0799e-05	0.728
C20orf26	3.1129e-15	0.728
HOXC10	0.17368	0.728
DKK1	0.17423	0.728
RIC8A	0.00063968	0.728
CCDC79	5.1645e-07	0.728
URI1	1.1089e-05	0.728
C1orf116	0.0017075	0.729
HGSNAT	6.3392e-08	0.729
MARCH3	0.17324	0.729
NUP210	1.0967e-22	0.729
POLR2M	0.031082	0.729
FGFR1OP	0.00062816	0.729
ZNF672	0.076604	0.729
OXT	0.71197	0.729
SLA2	0.076311	0.729
C1orf112	3.3523e-10	0.73
CNTD1	0.0045358	0.73
CHDC2	0.03073	0.73
PPT2	0.0045415	0.73
RBM19	1.7215e-12	0.73
KCNA1	0.076028	0.73
PLSCR1	0.011923	0.73
ZP2	6.2157e-08	0.73
TCEA3	0.0045078	0.73
PCSK1	2.745e-09	0.73
FGFRL1	0.011908	0.73
LAMA4	1.3909e-24	0.73
WDR3	2.0951e-13	0.73
TNFAIP2	8.2527e-05	0.731
PLEKHH3	4.8445e-07	0.731
DDOST	0.00061409	0.731
ZMAT4	0.075538	0.731
CUL7	2.5916e-21	0.731
BCL10	0.33709	0.731
HAUS5	3.2819e-10	0.731
GOLIM4	3.9661e-11	0.731
GRB7	1.3644e-06	0.731
SDHD	0.33697	0.731
MAFK	0.71128	0.731
NPTX2	0.030511	0.731
AURKB	0.0044521	0.732
LAMA2	2.4118e-47	0.732
RABL5	0.33622	0.732
RBP7	0.54133	0.732
ADAMTS17	2.802e-15	0.732
PKD1L1	1.0852e-40	0.732
KCNC4	0.0044543	0.732
MIEF1	0.011698	0.733
ANKRD26	3.5745e-24	0.733
CENPF	1.8822e-36	0.733
DVL1	3.7313e-06	0.733
C1orf106	0.00022109	0.733
ZSCAN10	8.0366e-05	0.733
FGD3	1.3311e-06	0.733
MYO7B	8.9527e-31	0.733
STAM2	1.0416e-05	0.733
TPI1	0.030193	0.733
TRAPPC9	2.2898e-14	0.733
CCDC9	2.9036e-05	0.733
RBMXL2	0.074817	0.733
HPS5	1.8969e-13	0.733
HCLS1	1.3157e-06	0.733
HOXC8	0.1695	0.734
KIN	1.0187e-05	0.734
PCSK6	5.3148e-13	0.734
KRT19	0.0043426	0.734
DYSF	3.6528e-33	0.734
IRX4	0.011525	0.734
MDFI	0.33402	0.734
ALS2CR11	2.9765e-16	0.735
ZFP14	0.0002154	0.735
POFUT2	0.00021557	0.735
ANAPC11	0.33285	0.735
GHITM	0.011502	0.735
PREB	0.00059272	0.735
ZNF10	0.0016011	0.735
ADAMTSL2	0.0016001	0.735
HOXC4	0.16846	0.735
HOXC4	0.16846	0.735
BBS7	7.0515e-09	0.735
B3GALT4	0.029753	0.735
IKBKAP	2.1199e-21	0.735
SKOR1	6.8995e-09	0.736
GLIS3	5.5977e-08	0.736
WBSCR22	7.6593e-05	0.736
HARS2	2.7868e-05	0.736
NPDC1	0.02958	0.736
GABRQ	0.0042977	0.736
CENPV	0.33194	0.736
SIGMAR1	0.1678	0.736
DDX41	5.5908e-08	0.736
ZBTB8A	0.0042899	0.736
TYRO3	8.3343e-10	0.736
RAG1	2.7659e-05	0.736
RP4-539M6.19	0.0042668	0.736
ZNF585A	2.7835e-05	0.736
TNIP2	0.0015926	0.736
LHX1	0.029231	0.737
KDELR2	0.16699	0.737
FAM19A1	0.33119	0.737
CNST	1.238e-06	0.737
BTG4	0.16682	0.737
