trait	cohort	lead_variant	ensgid	gene	chromosome	start	end	tss	pops_score	pops_rank	twas_z	twas_p	twas_rank	distance_tss	distance_tss_rank	distance_genebody	distance_genebody_rank
Crohns	UKB	rs3024505	ENSG00000162896	PIGR	1	207101863.0	207119811.0	207119811.0	0.010920528075267206	9.0				179907.0	9.0	161959.0	9.0
Crohns	UKB	rs3024505	ENSG00000162897	FCAMR	1	207131310.0	207143970.0	207143970.0	0.0849439137903072	5.0				204066.0	10.0	191406.0	11.0
Crohns	UKB	rs3024505	ENSG00000182795	C1orf116	1	207191866.0	207206101.0	207206101.0	0.012616286675970284	8.0	0.8109999999999999	0.41700000000000004	12.0	266197.0	12.0	251962.0	12.0
Crohns	UKB	rs3024505	ENSG00000180667	YOD1	1	207217194.0	207226325.0	207226325.0	-0.2879371214307436	19.0	0.584	0.56	13.0	286421.0	15.0	277290.0	15.0
Crohns	UKB	rs3024505	ENSG00000123836	PFKFB2	1	207222801.0	207254369.0	207222801.0	-0.18504437807075225	17.0	-0.818	0.413	11.0	282897.0	14.0	282897.0	16.0
Crohns	UKB	rs3024505	ENSG00000123843	C4BPB	1	207262187.0	207273338.0	207262187.0	0.07077911690913997	6.0	2.62	0.00881	2.0	322283.0	17.0	322283.0	18.0
Crohns	UKB	rs3024505	ENSG00000123838	C4BPA	1	207277607.0	207318317.0	207277607.0	-0.13026399916673964	14.0	2.14	0.0325	3.0	337703.0	18.0	337703.0	19.0
Crohns	UKB	rs78487399	ENSG00000115970	THADA	2	43393800.0	43823185.0	43823185.0	0.20431751479585555	2.0	-1.39	0.163	3.0	13838.0	1.0	0.0	1.0
Crohns	UKB	rs78487399	ENSG00000152518	ZFP36L2	2	43449541.0	43453748.0	43453748.0	0.0023694611534797808	5.0	-3.04	0.00233	2.0	355599.0	6.0	355599.0	7.0
Crohns	UKB	rs78487399	ENSG00000152527	PLEKHH2	2	43864412.0	43995126.0	43864412.0	0.23947954449847705	1.0	4.64	3.53e-06	1.0	55065.0	2.0	55065.0	2.0
Crohns	UKB	rs78487399	ENSG00000138036	DYNC2LI1	2	44001178.0	44037149.0	44001178.0	0.014337501994549662	4.0	0.813	0.41600000000000004	4.0	191831.0	3.0	191831.0	3.0
Crohns	UKB	rs78487399	ENSG00000138075	ABCG5	2	44039611.0	44066004.0	44066004.0	0.062458306974393175	3.0	0.648	0.517	5.0	256657.0	4.0	230264.0	4.0
Crohns	UKB	rs78487399	ENSG00000143921	ABCG8	2	44066103.0	44105605.0	44066103.0	-0.001702493851918048	6.0	-0.22699999999999998	0.821	6.0	256756.0	5.0	256756.0	5.0
Crohns	UKB	rs78487399	ENSG00000138095	LRPPRC	2	44113647.0	44223144.0	44223144.0	-0.2195070214428568	7.0	0.10300000000000001	0.9179999999999999	7.0	413797.0	7.0	304300.0	6.0
Crohns	UKB	rs112401990	ENSG00000119866	BCL11A	2	60678302.0	60780702.0	60780702.0	0.2758270497855663	1.0	1.55	0.12	2.0	418625.0	8.0	418625.0	9.0
Crohns	UKB	rs112401990	ENSG00000115421	PAPOLG	2	60983365.0	61029220.0	60983365.0	0.17373099048172294	5.0	1.35	0.177	3.0	215962.0	7.0	170107.0	5.0
Crohns	UKB	rs112401990	ENSG00000162924	REL	2	61108656.0	61158745.0	61108656.0	0.216449047387732	3.0	0.6709999999999999	0.502	7.0	90671.0	3.0	40582.0	2.0
Crohns	UKB	rs112401990	ENSG00000162927	PUS10	2	61167357.0	61245394.0	61245394.0	0.20437331979171675	4.0	1.23	0.21899999999999997	5.0	46067.0	2.0	0.0	1.0
Crohns	UKB	rs112401990	ENSG00000162928	PEX13	2	61244360.0	61279125.0	61244360.0	0.2584886799384551	2.0	2.59	0.00963	1.0	45033.0	1.0	45033.0	3.0
Crohns	UKB	rs112401990	ENSG00000162929	KIAA1841	2	61293006.0	61391960.0	61293006.0	-0.001557222985448615	6.0	1.34	0.182	4.0	93679.0	4.0	93679.0	4.0
Crohns	UKB	rs112401990	ENSG00000237651	C2orf74	2	61372243.0	61391964.0	61372243.0	-0.007556617853092278	7.0				172916.0	5.0	172916.0	6.0
Crohns	UKB	rs112401990	ENSG00000173209	AHSA2	2	61404553.0	61418338.0	61404553.0	-0.04482486741448531	8.0	-0.11	0.912	8.0	205226.0	6.0	205226.0	7.0
Crohns	UKB	rs112401990	ENSG00000115464	USP34	2	61414598.0	61697904.0	61697904.0	-0.09734674931381787	9.0	-1.14	0.253	6.0	498577.0	9.0	215271.0	8.0
Crohns	UKB	rs4851586	ENSG00000115590	IL1R2	2	102608306.0	102645006.0	102608306.0	-0.04692027418948928	8.0	1.55	0.122	8.0	455958.0	10.0	419258.0	10.0
Crohns	UKB	rs4851586	ENSG00000115594	IL1R1	2	102681004.0	102796334.0	102681004.0	0.7752509783505679	2.0	3.81	0.00014	4.0	383260.0	9.0	267930.0	7.0
Crohns	UKB	rs4851586	ENSG00000115598	IL1RL2	2	102803433.0	102856462.0	102803433.0	0.19284657613523007	4.0	1.62	0.105	7.0	260831.0	6.0	207802.0	6.0
Crohns	UKB	rs4851586	ENSG00000115602	IL1RL1	2	102927962.0	102968497.0	102927962.0	0.11857587996448035	6.0	5.23	1.67e-07	2.0	136302.0	4.0	95767.0	4.0
Crohns	UKB	rs4851586	ENSG00000115604	IL18R1	2	102927989.0	103015218.0	102927989.0	0.6840379947351435	3.0	5.43	5.52e-08	1.0	136275.0	3.0	49046.0	3.0
Crohns	UKB	rs4851586	ENSG00000115607	IL18RAP	2	103035149.0	103069025.0	103035149.0	0.8419902747783332	1.0	-3.05	0.0022600000000000003	6.0	29115.0	2.0	0.0	1.0
Crohns	UKB	rs4851586	ENSG00000180251	SLC9A4	2	103089762.0	103150431.0	103089762.0	-0.07943920254705979	9.0	-3.29	0.001	5.0	25498.0	1.0	25498.0	2.0
Crohns	UKB	rs4851586	ENSG00000115616	SLC9A2	2	103236166.0	103327777.0	103236166.0	0.13130929714496914	5.0	0.601	0.5479999999999999	10.0	171902.0	5.0	171902.0	5.0
Crohns	UKB	rs4851586	ENSG00000135953	MFSD9	2	103332299.0	103353347.0	103353347.0	0.0377991089738416	7.0	5.2	2.01e-07	3.0	289083.0	7.0	268035.0	8.0
Crohns	UKB	rs4851586	ENSG00000170417	TMEM182	2	103353367.0	103460352.0	103353367.0	-0.3087322474365526	10.0	1.1	0.272	9.0	289103.0	8.0	289103.0	9.0
Crohns	UKB	rs7423615	ENSG00000153827	TRIP12	2	230628554.0	230787955.0	230787955.0	0.01492610668219537	6.0	1.2	0.231	7.0	328919.0	6.0	328919.0	7.0
Crohns	UKB	rs7423615	ENSG00000153832	FBXO36	2	230787018.0	230877825.0	230787018.0	0.06757829045976707	5.0	4.12	3.81e-05	1.0	329856.0	7.0	239049.0	6.0
Crohns	UKB	rs7423615	ENSG00000163053	SLC16A14	2	230899698.0	230933715.0	230933715.0	0.013198661086826874	7.0	2.63	0.00863	4.0	183159.0	5.0	183159.0	5.0
Crohns	UKB	rs7423615	ENSG00000135899	SP110	2	231032009.0	231090444.0	231090444.0	0.2514938689096449	3.0	2.35	0.0186	5.0	26430.0	1.0	26430.0	2.0
Crohns	UKB	rs7423615	ENSG00000079263	SP140	2	231067826.0	231223762.0	231067826.0	0.28360181417060715	2.0	2.97	0.00293	3.0	49048.0	2.0	0.0	1.0
Crohns	UKB	rs7423615	ENSG00000185404	SP140L	2	231191899.0	231268447.0	231191899.0	0.10894055426919592	4.0	3.66	0.00025699999999999996	2.0	75025.0	3.0	75025.0	3.0
Crohns	UKB	rs7423615	ENSG00000067066	SP100	2	231280657.0	231408805.0	231280657.0	0.5231768033452551	1.0	1.48	0.14	6.0	163783.0	4.0	163783.0	4.0
Crohns	UKB	rs7423615	ENSG00000135932	CAB39	2	231577560.0	231685790.0	231577560.0	-0.01822547220048451	8.0	0.564	0.573	8.0	460686.0	8.0	460686.0	8.0
Crohns	UKB	rs12692254	ENSG00000204120	GIGYF2	2	233562009.0	233725285.0	233562009.0	0.15881875761083206	3.0	1.91	0.0566	7.0	599202.0	17.0	435926.0	13.0
Crohns	UKB	rs12692254	ENSG00000182600	C2orf82	2	233721980.0	233743418.0	233721980.0	0.009362307641249273	6.0	1.01	0.312	9.0	439231.0	13.0	417793.0	10.0
Crohns	UKB	rs12692254	ENSG00000066248	NGEF	2	233743396.0	233877982.0	233877982.0	0.2641163248657081	2.0	2.18	0.0292	6.0	283229.0	6.0	283229.0	7.0
Crohns	UKB	rs12692254	ENSG00000115488	NEU2	2	233897382.0	233899767.0	233897382.0	-0.01861664082442101	9.0	0.217	0.828	13.0	263829.0	5.0	261444.0	6.0
Crohns	UKB	rs12692254	ENSG00000168918	INPP5D	2	233924677.0	234116549.0	233924677.0	0.14570310155635716	4.0	-0.29	0.772	12.0	236534.0	4.0	44662.0	2.0
Crohns	UKB	rs12692254	ENSG00000085978	ATG16L1	2	234118697.0	234204320.0	234118697.0	0.4589087253711042	1.0	12.8	1.4199999999999994e-37	1.0	42514.0	1.0	0.0	1.0
Crohns	UKB	rs12692254	ENSG00000130561	SAG	2	234216462.0	234255701.0	234216462.0	-0.011115651133045388	7.0	5.72	1.08e-08	2.0	55251.0	2.0	55251.0	3.0
Crohns	UKB	rs12692254	ENSG00000077044	DGKD	2	234263153.0	234380750.0	234263153.0	0.08510329549394627	5.0	3.59	0.00032900000000000003	3.0	101942.0	3.0	101942.0	4.0
Crohns	UKB	rs12692254	ENSG00000085982	USP40	2	234384166.0	234475428.0	234475428.0	-0.012242233386961286	8.0	2.63	0.00866	5.0	314217.0	7.0	222955.0	5.0
Crohns	UKB	rs12692254	ENSG00000241635	UGT1A8	2	234526291.0	234681956.0	234526291.0	-0.13735067990418387	13.0				365080.0	8.0	365080.0	8.0
Crohns	UKB	rs12692254	ENSG00000242515	UGT1A10	2	234545100.0	234681951.0	234545100.0	-0.11751833602992293	11.0	0.43799999999999994	0.662	11.0	383889.0	9.0	383889.0	9.0
Crohns	UKB	rs12692254	ENSG00000241119	UGT1A9	2	234580499.0	234681946.0	234580499.0	-0.2166187847363512	15.0				419288.0	10.0	419288.0	11.0
Crohns	UKB	rs12692254	ENSG00000244122	UGT1A7	2	234590584.0	234681945.0	234590584.0	-0.2245309275942642	16.0	-0.9059999999999999	0.365	10.0	429373.0	11.0	429373.0	12.0
Crohns	UKB	rs12692254	ENSG00000167165	UGT1A6	2	234600253.0	234681946.0	234600253.0	-0.11083585084574152	10.0	1.08	0.282	8.0	439042.0	12.0	439042.0	14.0
Crohns	UKB	rs12692254	ENSG00000240224	UGT1A5	2	234621638.0	234681945.0	234621638.0	-0.1289419557351384	12.0				460427.0	14.0	460427.0	15.0
Crohns	UKB	rs12692254	ENSG00000244474	UGT1A4	2	234627424.0	234681945.0	234627424.0	-0.268832429095588	17.0	2.72	0.006520000000000001	4.0	466213.0	15.0	466213.0	16.0
Crohns	UKB	rs12692254	ENSG00000243135	UGT1A3	2	234637754.0	234681945.0	234637754.0	-0.21556612100481126	14.0				476543.0	16.0	476543.0	17.0
Crohns	UKB	rs1873625	ENSG00000172037	LAMB2	3	49158547.0	49170551.0	49170551.0	0.13884147105554442	13.0				496413.0	29.0	496413.0	29.0
Crohns	UKB	rs1873625	ENSG00000177352	CCDC71	3	49199968.0	49203754.0	49203754.0	0.03437557979377113	18.0	5.36	8.310000000000001e-08	13.0	463210.0	28.0	463210.0	28.0
Crohns	UKB	rs1873625	ENSG00000185909	KLHDC8B	3	49209044.0	49213917.0	49209044.0	-0.005914839207477429	20.0	6.08	1.1699999999999999e-09	8.0	457920.0	26.0	453047.0	26.0
Crohns	UKB	rs1873625	ENSG00000236980	C3orf84	3	49215065.0	49229291.0	49229291.0	-0.009315934459989541	22.0	-3.25	0.0011300000000000001	20.0	437673.0	25.0	437673.0	25.0
Crohns	UKB	rs1873625	ENSG00000173421	CCDC36	3	49235861.0	49295537.0	49235861.0	0.019802316848049683	19.0	3.62	0.000297	18.0	431103.0	24.0	371427.0	24.0
Crohns	UKB	rs1873625	ENSG00000188315	C3orf62	3	49306035.0	49315342.0	49315342.0	0.04636572100637958	16.0	0.961	0.337	25.0	351622.0	23.0	351622.0	23.0
Crohns	UKB	rs1873625	ENSG00000114316	USP4	3	49315264.0	49378145.0	49378145.0	0.19852595871798104	9.0	5.56	2.71e-08	12.0	288819.0	20.0	288819.0	21.0
Crohns	UKB	rs1873625	ENSG00000233276	GPX1	3	49394609.0	49396033.0	49396033.0	0.9817013366612868	1.0	6.5	7.99e-11	7.0	270931.0	18.0	270931.0	19.0
Crohns	UKB	rs1873625	ENSG00000067560	RHOA	3	49396578.0	49450431.0	49450431.0	0.5291103524839429	2.0	-1.82	0.0692	24.0	216533.0	14.0	216533.0	16.0
Crohns	UKB	rs1873625	ENSG00000145022	TCTA	3	49449639.0	49453908.0	49449639.0	0.17623669158339067	11.0	3.06	0.00218	21.0	217325.0	15.0	213056.0	15.0
Crohns	UKB	rs1873625	ENSG00000145020	AMT	3	49454211.0	49460186.0	49460186.0	0.317608204803092	4.0	2.8	0.00513	22.0	206778.0	13.0	206778.0	14.0
Crohns	UKB	rs1873625	ENSG00000145029	NICN1	3	49460379.0	49466759.0	49466759.0	-0.049326277055031134	23.0	6.07	1.32e-09	9.0	200205.0	12.0	200205.0	13.0
Crohns	UKB	rs1873625	ENSG00000173402	DAG1	3	49506146.0	49573048.0	49506146.0	-0.5320846229494334	28.0	7.78	7.21e-15	2.0	160818.0	8.0	93916.0	7.0
Crohns	UKB	rs1873625	ENSG00000164061	BSN	3	49591922.0	49708978.0	49591922.0	0.06472428684463069	15.0	-2.21	0.0272	23.0	75042.0	4.0	0.0	1.0
Crohns	UKB	rs1873625	ENSG00000164062	APEH	3	49711435.0	49721396.0	49711435.0	0.10072398403687233	14.0	7.57	3.84e-14	3.0	44471.0	1.0	44471.0	2.0
Crohns	UKB	rs1873625	ENSG00000173531	MST1	3	49721380.0	49726934.0	49726934.0	-0.1182777858751252	25.0	7.8	6.16e-15	1.0	59970.0	3.0	54416.0	3.0
Crohns	UKB	rs1873625	ENSG00000164068	RNF123	3	49726932.0	49758962.0	49726932.0	0.33349429564331584	3.0	-0.7120000000000001	0.47700000000000004	27.0	59968.0	2.0	59968.0	4.0
Crohns	UKB	rs1873625	ENSG00000176020	AMIGO3	3	49754267.0	49761349.0	49761349.0	-0.008463130076635314	21.0				94385.0	5.0	87303.0	5.0
Crohns	UKB	rs1873625	ENSG00000173540	GMPPB	3	49754277.0	49761384.0	49761384.0	0.2891495606103433	5.0	0.885	0.376	26.0	94420.0	6.0	87313.0	6.0
Crohns	UKB	rs1873625	ENSG00000176095	IP6K1	3	49761727.0	49823975.0	49823975.0	0.2518762621732716	7.0	4.35	1.39e-05	15.0	157011.0	7.0	94763.0	8.0
Crohns	UKB	rs1873625	ENSG00000187492	CDHR4	3	49828165.0	49837268.0	49837268.0	0.2517884596172526	8.0	5.9	3.560000000000001e-09	10.0	170304.0	9.0	161201.0	9.0
Crohns	UKB	rs1873625	ENSG00000185614	FAM212A	3	49840687.0	49842463.0	49840687.0	-0.1845546853092258	26.0	5.83	5.5000000000000004e-09	11.0	173723.0	10.0	173723.0	10.0
Crohns	UKB	rs1873625	ENSG00000182179	UBA7	3	49842640.0	49851379.0	49851379.0	0.1807847193029309	10.0	6.55	5.74e-11	5.0	184415.0	11.0	175676.0	11.0
Crohns	UKB	rs1873625	ENSG00000183763	TRAIP	3	49866034.0	49894007.0	49894007.0	-0.6288464013183956	29.0	-4.43	9.43e-06	14.0	227043.0	16.0	199070.0	12.0
Crohns	UKB	rs1873625	ENSG00000164076	CAMKV	3	49895421.0	49907655.0	49907655.0	0.14621802495210012	12.0	-3.33	0.000874	19.0	240691.0	17.0	228457.0	17.0
Crohns	UKB	rs1873625	ENSG00000164078	MST1R	3	49924435.0	49941299.0	49941299.0	-0.07149759604909156	24.0	-3.73	0.000194	17.0	274335.0	19.0	257471.0	18.0
Crohns	UKB	rs1873625	ENSG00000164077	MON1A	3	49946302.0	49967606.0	49967606.0	0.037479448743093516	17.0	4.01	5.9699999999999994e-05	16.0	300642.0	21.0	279338.0	20.0
Crohns	UKB	rs1873625	ENSG00000004534	RBM6	3	49977440.0	50137478.0	49977440.0	0.2857723455850143	6.0	6.78	1.16e-11	4.0	310476.0	22.0	310476.0	22.0
Crohns	UKB	rs1873625	ENSG00000003756	RBM5	3	50126341.0	50156454.0	50126341.0	-0.2214708670746612	27.0	6.53	6.65e-11	6.0	459377.0	27.0	459377.0	27.0
Crohns	UKB	rs13135092	ENSG00000153064	BANK1	4	102332443.0	102995969.0	102332443.0	-0.004449322743074728	3.0	-0.8733040000000001	0.382	4.0	865639.0	4.0	202113.0	2.0
Crohns	UKB	rs13135092	ENSG00000138821	SLC39A8	4	103172198.0	103352415.0	103352415.0	0.5354230227792852	2.0	1.067862	0.28600000000000003	3.0	154333.0	1.0	0.0	1.0
Crohns	UKB	rs13135092	ENSG00000109320	NFKB1	4	103422486.0	103538459.0	103422486.0	1.5336810648941708	1.0	2.391426	0.0168	2.0	224404.0	2.0	224404.0	3.0
Crohns	UKB	rs13135092	ENSG00000109323	MANBA	4	103552660.0	103682151.0	103682151.0	-0.0361814638291041	4.0	2.641577	0.00825	1.0	484069.0	3.0	354578.0	4.0
Crohns	UKB	rs7713270	ENSG00000171522	PTGER4	5	40679600.0	40693837.0	40679600.0	1.0680846025629331	1.0	7.649619	2.02e-14	1.0	239537.0	1.0	239537.0	1.0
Crohns	UKB	rs7713270	ENSG00000113638	TTC33	5	40714577.0	40756077.0	40756077.0	-0.02770597968085932	6.0	6.3845769999999975	1.72e-10	3.0	316014.0	2.0	274514.0	2.0
Crohns	UKB	rs7713270	ENSG00000132356	PRKAA1	5	40759481.0	40798476.0	40798476.0	-0.01814335844798198	5.0	-5.009213	5.47e-07	4.0	358413.0	3.0	319418.0	3.0
Crohns	UKB	rs7713270	ENSG00000145592	RPL37	5	40825364.0	40835437.0	40835437.0	0.02583262041607649	4.0	4.52485	6.04e-06	5.0	395374.0	4.0	385301.0	4.0
Crohns	UKB	rs7713270	ENSG00000132357	CARD6	5	40841286.0	40860275.0	40841286.0	0.17876008074574007	3.0	1.044792	0.29600000000000004	6.0	401223.0	5.0	401223.0	5.0
Crohns	UKB	rs7713270	ENSG00000112936	C7	5	40909354.0	40983041.0	40909354.0	0.6070927593177251	2.0	6.405305	1.5e-10	2.0	469291.0	6.0	469291.0	6.0
Crohns	UKB	rs6873866	ENSG00000175426	PCSK1	5	95726119.0	95769847.0	95769847.0	0.11921519537393838	4.0	1.398727	0.162	6.0	477963.0	7.0	477963.0	7.0
Crohns	UKB	rs6873866	ENSG00000153113	CAST	5	95860971.0	96115299.0	95860971.0	0.011222474034824905	5.0	0.682743	0.495	7.0	386839.0	6.0	132511.0	4.0
Crohns	UKB	rs6873866	ENSG00000164307	ERAP1	5	96096521.0	96143803.0	96143803.0	0.3013816096945768	1.0	2.00699	0.0448	4.0	104007.0	3.0	104007.0	3.0
Crohns	UKB	rs6873866	ENSG00000164308	ERAP2	5	96211643.0	96255420.0	96211643.0	0.12184608055432672	3.0	6.718414	1.84e-11	2.0	36167.0	2.0	0.0	1.0
Crohns	UKB	rs6873866	ENSG00000113441	LNPEP	5	96271098.0	96373219.0	96271098.0	0.18687268817615613	2.0	6.802736	1.0300000000000001e-11	1.0	23288.0	1.0	23288.0	2.0
Crohns	UKB	rs6873866	ENSG00000145721	LIX1	5	96427574.0	96478576.0	96478576.0	-0.28601812641783864	7.0	-4.5621410000000004	5.06e-06	3.0	230766.0	4.0	179764.0	5.0
Crohns	UKB	rs6873866	ENSG00000058729	RIOK2	5	96496571.0	96518964.0	96518964.0	-0.15970842601069352	6.0	1.539503	0.124	5.0	271154.0	5.0	248761.0	6.0
Crohns	UKB	rs2188962	ENSG00000164398	ACSL6	5	131142683.0	131347936.0	131347936.0	-0.0261014416617055	17.0	4.623855000000002	3.77e-06	7.0	422869.0	18.0	422869.0	18.0
Crohns	UKB	rs2188962	ENSG00000164399	IL3	5	131396222.0	131398897.0	131396222.0	0.3604835025955269	7.0				374583.0	15.0	371908.0	15.0
Crohns	UKB	rs2188962	ENSG00000164400	CSF2	5	131409483.0	131411859.0	131409483.0	0.6999276189467929	4.0				361322.0	13.0	358946.0	14.0
Crohns	UKB	rs2188962	ENSG00000072682	P4HA2	5	131527531.0	131631008.0	131631008.0	0.08665896505415824	12.0	8.235650999999999	1.79e-16	3.0	139797.0	6.0	139797.0	7.0
Crohns	UKB	rs2188962	ENSG00000131435	PDLIM4	5	131593364.0	131609147.0	131593364.0	0.29472696901030265	8.0	3.801684	0.000144	10.0	177441.0	8.0	161658.0	8.0
Crohns	UKB	rs2188962	ENSG00000197208	SLC22A4	5	131630136.0	131679899.0	131630136.0	0.5535631963230816	5.0	8.497671	1.93e-17	2.0	140669.0	7.0	90906.0	4.0
Crohns	UKB	rs2188962	ENSG00000197375	SLC22A5	5	131705444.0	131731306.0	131705444.0	0.12325192187795475	10.0	5.5875699999999995	2.2999999999999998e-08	6.0	65361.0	3.0	39499.0	2.0
Crohns	UKB	rs2188962	ENSG00000197536	C5orf56	5	131746328.0	131811736.0	131746328.0	0.4524255686311217	6.0	2.873998	0.00405	13.0	24477.0	1.0	0.0	1.0
Crohns	UKB	rs2188962	ENSG00000125347	IRF1	5	131817301.0	131826490.0	131826490.0	1.3142864014447506	1.0	7.203108	5.889999999999999e-13	4.0	55685.0	2.0	46496.0	3.0
Crohns	UKB	rs2188962	ENSG00000113525	IL5	5	131877136.0	131892530.0	131892530.0	0.2349254564378166	9.0	4.5134300000000005	6.38e-06	8.0	121725.0	5.0	106331.0	5.0
Crohns	UKB	rs2188962	ENSG00000113522	RAD50	5	131891711.0	131980313.0	131891711.0	-0.10952995297617707	18.0	6.415388	1.3999999999999998e-10	5.0	120906.0	4.0	120906.0	6.0
Crohns	UKB	rs2188962	ENSG00000169194	IL13	5	131991955.0	131996802.0	131991955.0	0.815640262457808	3.0	8.792869	1.46e-18	1.0	221150.0	9.0	221150.0	9.0
Crohns	UKB	rs2188962	ENSG00000113520	IL4	5	132009678.0	132018368.0	132009678.0	1.1849035535767225	2.0	3.459908	0.00054	11.0	238873.0	10.0	238873.0	10.0
Crohns	UKB	rs2188962	ENSG00000131437	KIF3A	5	132028320.0	132073330.0	132073330.0	-0.26453041523968096	22.0	4.054337	5.03e-05	9.0	302525.0	11.0	257515.0	11.0
Crohns	UKB	rs2188962	ENSG00000205089	CCNI2	5	132083137.0	132089856.0	132083137.0	0.027349356125194898	15.0	-2.997407	0.0027199999999999998	12.0	312332.0	12.0	312332.0	12.0
Crohns	UKB	rs2188962	ENSG00000164402	SEPT8	5	132086509.0	132142933.0	132142933.0	0.08169390026491961	14.0	1.990116	0.0466	16.0	372128.0	14.0	315704.0	13.0
Crohns	UKB	rs2188962	ENSG00000198944	SOWAHA	5	132149033.0	132152488.0	132149033.0	-0.164382650608012	21.0	0.564954	0.5720000000000001	20.0	378228.0	16.0	378228.0	16.0
Crohns	UKB	rs2188962	ENSG00000164403	SHROOM1	5	132157833.0	132166590.0	132166590.0	-0.1562933591868518	20.0	2.722368	0.00648	14.0	395785.0	17.0	387028.0	17.0
Crohns	UKB	rs2188962	ENSG00000164404	GDF9	5	132196873.0	132202576.0	132202576.0	-0.13948175206283864	19.0	-0.606655	0.544	19.0	431771.0	20.0	426068.0	19.0
Crohns	UKB	rs2188962	ENSG00000164405	UQCRQ	5	132202252.0	132203723.0	132202252.0	0.08388119622848537	13.0	1.066666	0.28600000000000003	17.0	431447.0	19.0	431447.0	20.0
Crohns	UKB	rs2188962	ENSG00000164406	LEAP2	5	132208014.0	132210738.0	132208014.0	-0.023883264643207683	16.0	2.624612	0.00867	15.0	437209.0	21.0	437209.0	21.0
Crohns	UKB	rs2188962	ENSG00000072364	AFF4	5	132211071.0	132299326.0	132299326.0	0.11089137461839843	11.0	0.980722	0.327	18.0	528521.0	22.0	440266.0	22.0
Crohns	UKB	rs12717899	ENSG00000131504	DIAPH1	5	140894583.0	140998622.0	140998622.0	0.22616135111734925	3.0	-1.277458	0.201	7.0	483719.0	12.0	483719.0	12.0
Crohns	UKB	rs12717899	ENSG00000171720	HDAC3	5	141000443.0	141016437.0	141016437.0	-0.3368120468410666	13.0	1.7081060000000001	0.0876	5.0	465904.0	11.0	465904.0	11.0
Crohns	UKB	rs12717899	ENSG00000164620	RELL2	5	141016517.0	141020644.0	141016517.0	0.2041167351642071	4.0	2.208296	0.0272	3.0	465824.0	10.0	461697.0	10.0
Crohns	UKB	rs12717899	ENSG00000197948	FCHSD1	5	141018869.0	141030986.0	141030986.0	0.04876137365836376	7.0	1.66789	0.0953	6.0	451355.0	9.0	451355.0	9.0
Crohns	UKB	rs12717899	ENSG00000120318	ARAP3	5	141032968.0	141061788.0	141061788.0	0.2658629482228321	1.0	-0.608421	0.5429999999999999	10.0	420553.0	8.0	420553.0	8.0
Crohns	UKB	rs12717899	ENSG00000156453	PCDH1	5	141232938.0	141258811.0	141258811.0	-0.04045779245762098	9.0	2.027364	0.0426	4.0	223530.0	6.0	223530.0	7.0
Crohns	UKB	rs12717899	ENSG00000081791	KIAA0141	5	141303373.0	141321612.0	141303373.0	0.23627382699552515	2.0	-0.369899	0.711	12.0	178968.0	5.0	160729.0	5.0
Crohns	UKB	rs12717899	ENSG00000113555	PCDH12	5	141323150.0	141349304.0	141349304.0	-0.2161536485162728	12.0	-0.760702	0.447	9.0	133037.0	3.0	133037.0	4.0
Crohns	UKB	rs12717899	ENSG00000013561	RNF14	5	141337893.0	141369856.0	141337893.0	-0.16506370541910625	10.0	-0.53693	0.591	11.0	144448.0	4.0	112485.0	3.0
Crohns	UKB	rs12717899	ENSG00000113552	GNPDA1	5	141371314.0	141392606.0	141392606.0	0.13245678601069308	5.0	3.3714190000000004	0.0007480000000000001	2.0	89735.0	2.0	89735.0	2.0
Crohns	UKB	rs12717899	ENSG00000131507	NDFIP1	5	141488070.0	141534005.0	141488070.0	-0.1857242318915432	11.0	5.5429080000000015	2.97e-08	1.0	5729.0	1.0	5729.0	1.0
Crohns	UKB	rs12717899	ENSG00000187678	SPRY4	5	141689992.0	141706020.0	141706020.0	0.12397074034914154	6.0	-0.898017	0.369	8.0	223679.0	7.0	207651.0	6.0
Crohns	UKB	rs12717899	ENSG00000113578	FGF1	5	141971743.0	142077617.0	142077617.0	0.00931441857349603	8.0	0.124509	0.9009999999999999	13.0	595276.0	13.0	489402.0	13.0
Crohns	UKB	rs147018773	ENSG00000070814	TCOF1	5	149737202.0	149779871.0	149737202.0	-0.004670681582704853	12.0	-0.32356599999999996	0.746	16.0	501319.0	18.0	458650.0	18.0
Crohns	UKB	rs147018773	ENSG00000019582	CD74	5	149781200.0	149792492.0	149792492.0	1.4812635499515094	1.0	1.057158	0.29	13.0	446029.0	16.0	446029.0	16.0
Crohns	UKB	rs147018773	ENSG00000164587	RPS14	5	149822753.0	149829319.0	149829319.0	0.15930631321884278	6.0	1.360981	0.174	11.0	409202.0	14.0	409202.0	14.0
Crohns	UKB	rs147018773	ENSG00000070614	NDST1	5	149865381.0	149937773.0	149865381.0	0.15480659471862565	7.0	1.38509	0.166	10.0	373140.0	13.0	300748.0	11.0
Crohns	UKB	rs147018773	ENSG00000171992	SYNPO	5	149980642.0	150038782.0	149980642.0	0.2566226564948813	5.0	0.364638	0.715	14.0	257879.0	9.0	199739.0	9.0
Crohns	UKB	rs147018773	ENSG00000164591	MYOZ3	5	150040436.0	150058927.0	150040436.0	-0.09131414378632403	14.0				198085.0	7.0	179594.0	8.0
Crohns	UKB	rs147018773	ENSG00000086589	RBM22	5	150070356.0	150080669.0	150080669.0	-0.25999671207360714	17.0				157852.0	5.0	157852.0	5.0
